customerID,customerName,country,segment,total_revenue,order_count,avg_order_value,first_purchase_date,last_purchase_date,products_purchased,recommended_action,next_best_action,behavior_signal,recency_days,churn_risk,churn_risk_label,r_score,f_score,m_score,rfm_score,rfm_label,rfm_segment,status_label
OTTIK,Ottilies Käseladen,Germany,Medium Value,12496.2,10,1249.62,1996-07-19 00:00:00.000,1998-04-14 00:00:00.000,"Boston Crab Meat, Camembert Pierrot, Chang, Chartreuse verte, Flotemysost, Gorgonzola Telino, Gudbrandsdalsost, Ikura, Jack's New England Clam Chowder, Konbu, Louisiana Fiery Hot Pepper Sauce, Manjimup Dried Apples, Original Frankfurter grüne Soße, Outback Lager, Pavlova, Perth Pasties, Queso Cabrales, Ravioli Angelo, Scottish Longbreads, Tarte au sucre, Tofu, Tunnbröd, Uncle Bob's Organic Dried Pears, Zaanse koeken",Campaign – targeted next-purchase offer,Campaign – targeted next-purchase offer,Active,22,25,Low,3,4,4,344,344,Loyal Customers,Inactive
RICAR,Ricardo Adocicados,Brazil,Medium Value,12450.8,11,1131.89,1996-08-22 00:00:00.000,1998-04-29 00:00:00.000,"Alice Mutton, Camembert Pierrot, Carnarvon Tigers, Chang, Filo Mix, Flotemysost, Guaraná Fantástica, Gustaf's Knäckebröd, Inlagd Sill, Konbu, Louisiana Fiery Hot Pepper Sauce, Maxilaku, NuNuCa Nuß-Nougat-Creme, Outback Lager, Pavlova, Raclette Courdavault, Ravioli Angelo, Sasquatch Ale, Scottish Longbreads, Spegesild, Teatime Chocolate Biscuits",Campaign – targeted next-purchase offer,Campaign – targeted next-purchase offer,Active,7,28,Low,5,4,4,544,544,Champions,Inactive
CHOPS,Chop-suey Chinese,Switzerland,Medium Value,12348.88,8,1543.61,1996-07-11 00:00:00.000,1998-04-22 00:00:00.000,"Camembert Pierrot, Chai, Chang, Gnocchi di nonna Alice, Gravad lax, Guaraná Fantástica, Gudbrandsdalsost, Ikura, Konbu, Longlife Tofu, Manjimup Dried Apples, Pâté chinois, Singaporean Hokkien Fried Mee, Sir Rodney's Scones, Tarte au sucre, Vegie-spread, Wimmers gute Semmelknödel",Campaign – targeted next-purchase offer,Campaign – targeted next-purchase offer,Active,14,27,Low,4,3,4,434,434,Potential Loyalists,Inactive
FOLIG,Folies gourmandes,France,Medium Value,11666.9,5,2333.38,1997-01-08 00:00:00.000,1997-12-22 00:00:00.000,"Carnarvon Tigers, Gravad lax, Guaraná Fantástica, Gustaf's Knäckebröd, Manjimup Dried Apples, Raclette Courdavault, Rhönbräu Klosterbier, Scottish Longbreads, Sir Rodney's Scones, Steeleye Stout, Tarte au sucre, Tourtière, Uncle Bob's Organic Dried Pears, Vegie-spread, Zaanse koeken",Retention – reactivation campaign,Retention – reactivation campaign,At Risk,135,62,High,1,2,4,124,124,Lost,At Risk
GODOS,Godos Cocina Típica,Spain,Medium Value,11446.36,10,1144.64,1996-09-11 00:00:00.000,1998-04-21 00:00:00.000,"Alice Mutton, Boston Crab Meat, Camembert Pierrot, Chai, Chang, Guaraná Fantástica, Ikura, Inlagd Sill, Laughing Lumberjack Lager, Louisiana Fiery Hot Pepper Sauce, Manjimup Dried Apples, Outback Lager, Pâté chinois, Scottish Longbreads, Sir Rodney's Scones, Sirop d'érable, Tarte au sucre, Teatime Chocolate Biscuits, Thüringer Rostbratwurst, Valkoinen suklaa, Wimmers gute Semmelknödel",Campaign – targeted next-purchase offer,Campaign – targeted next-purchase offer,Active,15,27,Low,4,4,4,444,444,Champions,Inactive
SPLIR,Split Rail Beer & Ale,USA,Medium Value,11441.63,9,1271.29,1996-08-01 00:00:00.000,1998-03-25 00:00:00.000,"Camembert Pierrot, Carnarvon Tigers, Côte de Blaye, Geitost, Gnocchi di nonna Alice, Gudbrandsdalsost, Gumbär Gummibärchen, Inlagd Sill, Manjimup Dried Apples, Nord-Ost Matjeshering, Scottish Longbreads, Steeleye Stout, Teatime Chocolate Biscuits, Thüringer Rostbratwurst, Tourtière, Uncle Bob's Organic Dried Pears, Vegie-spread",Campaign – targeted next-purchase offer,Campaign – targeted next-purchase offer,Active,42,21,Low,2,3,3,233,233,Hibernating,Inactive
TORTU,Tortuga Restaurante,Mexico,Medium Value,10812.15,10,1081.21,1996-08-08 00:00:00.000,1998-05-04 00:00:00.000,"Alice Mutton, Carnarvon Tigers, Chai, Chartreuse verte, Côte de Blaye, Flotemysost, Geitost, Gorgonzola Telino, Guaraná Fantástica, Gula Malacca, Ikura, Ipoh Coffee, Konbu, Lakkalikööri, Maxilaku, Outback Lager, Queso Cabrales, Raclette Courdavault, Rhönbräu Klosterbier, Rössle Sauerkraut, Scottish Longbreads, Teatime Chocolate Biscuits, Tourtière, Vegie-spread",Campaign – targeted next-purchase offer,Campaign – targeted next-purchase offer,Active,2,29,Low,5,4,3,543,543,Potential Loyalists,Inactive
MAISD,Maison Dewey,Belgium,Medium Value,9736.07,7,1390.87,1997-05-07 00:00:00.000,1998-04-07 00:00:00.000,"Boston Crab Meat, Gnocchi di nonna Alice, Gudbrandsdalsost, Gula Malacca, Gumbär Gummibärchen, Ipoh Coffee, Lakkalikööri, Mozzarella di Giovanni, Northwoods Cranberry Sauce, NuNuCa Nuß-Nougat-Creme, Pâté chinois, Raclette Courdavault, Rogede sild, Rössle Sauerkraut, Schoggi Schokolade, Scottish Longbreads, Sir Rodney's Scones",Campaign – targeted next-purchase offer,Campaign – targeted next-purchase offer,Active,29,24,Low,3,3,3,333,333,Potential Loyalists,Inactive
WANDK,Die Wandernde Kuh,Germany,Medium Value,9588.42,10,958.84,1996-09-09 00:00:00.000,1998-04-23 00:00:00.000,"Boston Crab Meat, Chai, Chang, Geitost, Gnocchi di nonna Alice, Gorgonzola Telino, Gudbrandsdalsost, Gustaf's Knäckebröd, Ipoh Coffee, Mascarpone Fabioli, Outback Lager, Perth Pasties, Pâté chinois, Queso Manchego La Pastora, Rhönbräu Klosterbier, Rössle Sauerkraut, Sir Rodney's Scones, Sirop d'érable, Steeleye Stout, Teatime Chocolate Biscuits, Tunnbröd, Wimmers gute Semmelknödel",Campaign – targeted next-purchase offer,Campaign – targeted next-purchase offer,Active,13,27,Low,4,4,3,443,443,Potential Loyalists,Inactive
LAMAI,La maison d'Asie,France,Medium Value,9328.2,14,666.3,1996-11-11 00:00:00.000,1998-04-27 00:00:00.000,"Chai, Chang, Geitost, Genen Shouyu, Guaraná Fantástica, Gudbrandsdalsost, Gula Malacca, Inlagd Sill, Ipoh Coffee, Konbu, Lakkalikööri, Laughing Lumberjack Lager, Louisiana Fiery Hot Pepper Sauce, Louisiana Hot Spiced Okra, NuNuCa Nuß-Nougat-Creme, Pavlova, Pâté chinois, Rhönbräu Klosterbier, Rössle Sauerkraut, Sasquatch Ale, Singaporean Hokkien Fried Mee, Spegesild, Tarte au sucre, Thüringer Rostbratwurst, Valkoinen suklaa, Wimmers gute Semmelknödel",Campaign – targeted next-purchase offer,Campaign – targeted next-purchase offer,Active,9,28,Low,4,5,3,453,453,Potential Loyalists,Inactive
VICTE,Victuailles en stock,France,Medium Value,9182.43,10,918.24,1996-07-08 00:00:00.000,1998-01-23 00:00:00.000,"Chang, Chocolade, Filo Mix, Geitost, Gustaf's Knäckebröd, Ikura, Ipoh Coffee, Jack's New England Clam Chowder, Longlife Tofu, Louisiana Fiery Hot Pepper Sauce, Manjimup Dried Apples, Mozzarella di Giovanni, NuNuCa Nuß-Nougat-Creme, Outback Lager, Ravioli Angelo, Scottish Longbreads, Sirop d'érable, Spegesild, Steeleye Stout, Tarte au sucre, Tourtière, Uncle Bob's Organic Dried Pears",Retention – reactivation campaign,Retention – reactivation campaign,At Risk,103,55,Medium,1,4,3,143,143,Hibernating,At Risk
GOURL,Gourmet Lanchonetes,Brazil,Medium Value,8414.14,9,934.9,1997-01-23 00:00:00.000,1998-04-24 00:00:00.000,"Camembert Pierrot, Chang, Gnocchi di nonna Alice, Gorgonzola Telino, Grandma's Boysenberry Spread, Ikura, Jack's New England Clam Chowder, Lakkalikööri, Manjimup Dried Apples, Nord-Ost Matjeshering, Northwoods Cranberry Sauce, Queso Manchego La Pastora, Raclette Courdavault, Rhönbräu Klosterbier, Singaporean Hokkien Fried Mee, Uncle Bob's Organic Dried Pears, Zaanse koeken",Campaign – targeted next-purchase offer,Campaign – targeted next-purchase offer,Active,12,27,Low,4,3,3,433,433,Potential Loyalists,Inactive
MAGAA,Magazzini Alimentari Riuniti,Italy,Medium Value,7176.22,10,717.62,1996-08-07 00:00:00.000,1998-03-16 00:00:00.000,"Boston Crab Meat, Chang, Chartreuse verte, Chef Anton's Cajun Seasoning, Chef Anton's Gumbo Mix, Guaraná Fantástica, Gumbär Gummibärchen, Gustaf's Knäckebröd, Inlagd Sill, Jack's New England Clam Chowder, Laughing Lumberjack Lager, Louisiana Hot Spiced Okra, Mascarpone Fabioli, Maxilaku, Mozzarella di Giovanni, NuNuCa Nuß-Nougat-Creme, Raclette Courdavault, Scottish Longbreads, Singaporean Hokkien Fried Mee",Campaign – targeted next-purchase offer,Campaign – targeted next-purchase offer,Active,51,19,Low,2,4,3,243,243,Hibernating,Inactive
REGGC,Reggiani Caseifici,Italy,Medium Value,7048.24,12,587.35,1996-08-23 00:00:00.000,1998-04-30 00:00:00.000,"Alice Mutton, Filo Mix, Geitost, Gnocchi di nonna Alice, Gorgonzola Telino, Guaraná Fantástica, Jack's New England Clam Chowder, Maxilaku, Mozzarella di Giovanni, Original Frankfurter grüne Soße, Outback Lager, Perth Pasties, Queso Cabrales, Raclette Courdavault, Rössle Sauerkraut, Scottish Longbreads, Spegesild, Tarte au sucre, Tourtière, Uncle Bob's Organic Dried Pears",Campaign – targeted next-purchase offer,Campaign – targeted next-purchase offer,Active,6,28,Low,5,4,3,543,543,Potential Loyalists,Inactive
ANTON,Antonio Moreno Taquería,Mexico,Low Value,7023.98,7,1003.43,1996-11-27 00:00:00.000,1998-01-28 00:00:00.000,"Alice Mutton, Boston Crab Meat, Chang, Chocolade, Geitost, Gumbär Gummibärchen, Ipoh Coffee, Louisiana Hot Spiced Okra, Perth Pasties, Queso Cabrales, Raclette Courdavault, Ravioli Angelo, Rhönbräu Klosterbier, Sasquatch Ale, Singaporean Hokkien Fried Mee",Retention – recurring reactivation,Retention – recurring reactivation,At Risk,98,54,Medium,1,3,3,133,133,Hibernating,At Risk
TRADH,Tradição Hipermercados,Brazil,Low Value,6850.66,6,1141.78,1996-08-28 00:00:00.000,1998-01-19 00:00:00.000,"Camembert Pierrot, Chartreuse verte, Chef Anton's Cajun Seasoning, Escargots de Bourgogne, Gorgonzola Telino, Grandma's Boysenberry Spread, Mozzarella di Giovanni, Nord-Ost Matjeshering, Pâté chinois, Scottish Longbreads, Sir Rodney's Marmalade, Tarte au sucre, Thüringer Rostbratwurst",Retention – recurring reactivation,Retention – recurring reactivation,At Risk,107,56,Medium,1,2,3,123,123,Lost,At Risk
QUEDE,Que Delícia,Brazil,Low Value,6664.81,9,740.53,1996-07-19 00:00:00.000,1998-03-31 00:00:00.000,"Chartreuse verte, Flotemysost, Grandma's Boysenberry Spread, Gula Malacca, Gumbär Gummibärchen, Jack's New England Clam Chowder, Konbu, Louisiana Fiery Hot Pepper Sauce, Manjimup Dried Apples, Original Frankfurter grüne Soße, Perth Pasties, Queso Cabrales, Sir Rodney's Scones, Steeleye Stout, Teatime Chocolate Biscuits, Tofu, Tourtière, Vegie-spread",Retention – recurring reactivation,Retention – recurring reactivation,Active,36,22,Low,2,3,3,233,233,Hibernating,Inactive
FURIB,Furia Bacalhau e Frutos do Mar,Portugal,Low Value,6427.42,8,803.43,1996-10-14 00:00:00.000,1998-03-19 00:00:00.000,"Camembert Pierrot, Chef Anton's Cajun Seasoning, Chocolade, Gnocchi di nonna Alice, Guaraná Fantástica, Gula Malacca, Ikura, Ipoh Coffee, Lakkalikööri, Louisiana Fiery Hot Pepper Sauce, Original Frankfurter grüne Soße, Pavlova, Raclette Courdavault, Scottish Longbreads, Steeleye Stout, Tourtière",Retention – recurring reactivation,Retention – recurring reactivation,Active,48,20,Low,2,3,3,233,233,Hibernating,Inactive
ISLAT,Island Trading,UK,Low Value,6146.3,10,614.63,1996-09-26 00:00:00.000,1998-03-06 00:00:00.000,"Camembert Pierrot, Chang, Flotemysost, Geitost, Gnocchi di nonna Alice, Jack's New England Clam Chowder, Konbu, Lakkalikööri, Mozzarella di Giovanni, Northwoods Cranberry Sauce, Outback Lager, Perth Pasties, Raclette Courdavault, Sasquatch Ale, Sirop d'érable, Steeleye Stout, Tarte au sucre, Teatime Chocolate Biscuits, Tunnbröd",Retention – recurring reactivation,Retention – recurring reactivation,Active,61,17,Low,2,4,3,243,243,Hibernating,Inactive
BSBEV,B's Beverages,UK,Low Value,6089.9,10,608.99,1996-08-26 00:00:00.000,1998-04-14 00:00:00.000,"Aniseed Syrup, Boston Crab Meat, Geitost, Gnocchi di nonna Alice, Gustaf's Knäckebröd, Ipoh Coffee, Konbu, Manjimup Dried Apples, Maxilaku, Mozzarella di Giovanni, Outback Lager, Raclette Courdavault, Ravioli Angelo, Sir Rodney's Scones, Spegesild, Steeleye Stout, Tarte au sucre, Uncle Bob's Organic Dried Pears, Wimmers gute Semmelknödel",Retention – recurring reactivation,Retention – recurring reactivation,Active,22,25,Low,3,4,3,343,343,Potential Loyalists,Inactive
WELLI,Wellington Importadora,Brazil,Low Value,6068.2,9,674.24,1996-07-15 00:00:00.000,1998-03-09 00:00:00.000,"Carnarvon Tigers, Chai, Filo Mix, Ipoh Coffee, Konbu, Mishi Kobe Niku, NuNuCa Nuß-Nougat-Creme, Original Frankfurter grüne Soße, Outback Lager, Perth Pasties, Raclette Courdavault, Röd Kaviar, Spegesild, Teatime Chocolate Biscuits, Tunnbröd, Zaanse koeken",Retention – recurring reactivation,Retention – recurring reactivation,Active,58,18,Low,2,3,3,233,233,Hibernating,Inactive
SANTG,Santé Gourmet,Norway,Low Value,5735.15,6,955.86,1996-12-18 00:00:00.000,1998-04-10 00:00:00.000,"Carnarvon Tigers, Côte de Blaye, Flotemysost, Guaraná Fantástica, Ipoh Coffee, Jack's New England Clam Chowder, Nord-Ost Matjeshering, Original Frankfurter grüne Soße, Pavlova, Perth Pasties, Raclette Courdavault, Rössle Sauerkraut, Steeleye Stout, Teatime Chocolate Biscuits, Uncle Bob's Organic Dried Pears",Retention – recurring reactivation,Retention – recurring reactivation,Active,26,24,Low,3,2,3,323,323,Needs Attention,Inactive
PRINI,Princesa Isabel Vinhos,Portugal,Low Value,5044.94,5,1008.99,1996-10-23 00:00:00.000,1998-04-08 00:00:00.000,"Chai, Chartreuse verte, Chef Anton's Cajun Seasoning, Gnocchi di nonna Alice, Manjimup Dried Apples, Northwoods Cranberry Sauce, Singaporean Hokkien Fried Mee, Sir Rodney's Scones, Thüringer Rostbratwurst",Retention – recurring reactivation,Retention – recurring reactivation,Active,28,24,Low,3,2,3,323,323,Needs Attention,Inactive
MORGK,Morgenstern Gesundkost,Germany,Low Value,5042.2,5,1008.44,1996-08-09 00:00:00.000,1998-03-12 00:00:00.000,"Gorgonzola Telino, Konbu, Lakkalikööri, Mozzarella di Giovanni, Pavlova, Raclette Courdavault, Rössle Sauerkraut, Tarte au sucre, Vegie-spread, Zaanse koeken",Retention – recurring reactivation,Retention – recurring reactivation,Active,55,19,Low,2,2,2,222,222,Lost,Inactive
TOMSP,Toms Spezialitäten,Germany,Low Value,4778.14,6,796.36,1996-07-05 00:00:00.000,1998-03-23 00:00:00.000,"Filo Mix, Gnocchi di nonna Alice, Gorgonzola Telino, Guaraná Fantástica, Jack's New England Clam Chowder, Manjimup Dried Apples, Maxilaku, Ravioli Angelo, Sasquatch Ale, Teatime Chocolate Biscuits, Tofu",Retention – recurring reactivation,Retention – recurring reactivation,Active,44,21,Low,2,2,2,222,222,Lost,Inactive
ALFKI,Alfreds Futterkiste,Germany,Low Value,4273.0,6,712.17,1997-08-25 00:00:00.000,1998-04-09 00:00:00.000,"Aniseed Syrup, Chartreuse verte, Escargots de Bourgogne, Flotemysost, Grandma's Boysenberry Spread, Lakkalikööri, Original Frankfurter grüne Soße, Raclette Courdavault, Rössle Sauerkraut, Spegesild, Vegie-spread",Retention – recurring reactivation,Retention – recurring reactivation,Active,27,24,Low,3,2,2,322,322,Needs Attention,Inactive
LONEP,Lonesome Pine Restaurant,USA,Low Value,4258.6,8,532.33,1996-09-17 00:00:00.000,1998-04-13 00:00:00.000,"Carnarvon Tigers, Chai, Gnocchi di nonna Alice, Guaraná Fantástica, Lakkalikööri, Laughing Lumberjack Lager, Manjimup Dried Apples, Perth Pasties, Queso Manchego La Pastora, Raclette Courdavault, Rössle Sauerkraut, Scottish Longbreads, Tarte au sucre",Retention – recurring reactivation,Retention – recurring reactivation,Active,23,25,Low,3,3,2,332,332,Needs Attention,Inactive
PERIC,Pericles Comidas clásicas,Mexico,Low Value,4242.2,6,707.03,1996-10-04 00:00:00.000,1998-05-05 00:00:00.000,"Boston Crab Meat, Camembert Pierrot, Chai, Filo Mix, Guaraná Fantástica, Laughing Lumberjack Lager, Manjimup Dried Apples, Perth Pasties, Queso Cabrales, Rhönbräu Klosterbier, Rogede sild, Rössle Sauerkraut, Thüringer Rostbratwurst, Tofu",Retention – recurring reactivation,Retention – recurring reactivation,Active,1,29,Low,5,2,2,522,522,Recent Customers,Inactive
BOLID,Bólido Comidas preparadas,Spain,Low Value,4232.85,3,1410.95,1996-10-10 00:00:00.000,1998-03-24 00:00:00.000,"Alice Mutton, Chef Anton's Cajun Seasoning, Filo Mix, Ravioli Angelo, Rhönbräu Klosterbier, Thüringer Rostbratwurst",Retention – recurring reactivation,Retention – recurring reactivation,Active,43,21,Low,2,1,2,212,212,Lost,Inactive
FAMIA,Familia Arquibaldo,Brazil,Low Value,4107.55,7,586.79,1996-11-06 00:00:00.000,1997-10-31 00:00:00.000,"Boston Crab Meat, Camembert Pierrot, Chartreuse verte, Filo Mix, Geitost, Guaraná Fantástica, Jack's New England Clam Chowder, Nord-Ost Matjeshering, NuNuCa Nuß-Nougat-Creme, Perth Pasties, Pâté chinois, Rhönbräu Klosterbier, Sasquatch Ale, Spegesild, Teatime Chocolate Biscuits, Tourtière, Zaanse koeken",Retention – win-back campaign,Retention – win-back campaign,Inactive,187,100,Critical,1,3,2,132,132,Hibernating,Inactive
COMMI,Comércio Mineiro,Brazil,Low Value,3810.75,5,762.15,1996-08-27 00:00:00.000,1998-04-22 00:00:00.000,"Chef Anton's Gumbo Mix, Gnocchi di nonna Alice, Gula Malacca, Maxilaku, Original Frankfurter grüne Soße, Queso Cabrales, Sirop d'érable, Spegesild, Thüringer Rostbratwurst",Retention – recurring reactivation,Retention – recurring reactivation,Active,14,27,Low,4,2,2,422,422,Recent Customers,Inactive
DRACD,Drachenblut Delikatessen,Germany,Low Value,3763.21,6,627.2,1996-11-26 00:00:00.000,1998-05-04 00:00:00.000,"Gorgonzola Telino, Gumbär Gummibärchen, Jack's New England Clam Chowder, Konbu, Lakkalikööri, Perth Pasties, Queso Cabrales, Raclette Courdavault, Rhönbräu Klosterbier",Retention – recurring reactivation,Retention – recurring reactivation,Active,2,29,Low,5,2,2,522,522,Recent Customers,Inactive
WOLZA,Wolski  Zajazd,Poland,Low Value,3531.95,7,504.56,1996-12-05 00:00:00.000,1998-04-23 00:00:00.000,"Camembert Pierrot, Chai, Chang, Escargots de Bourgogne, Gorgonzola Telino, Guaraná Fantástica, Longlife Tofu, Manjimup Dried Apples, Rhönbräu Klosterbier, Scottish Longbreads, Sirop d'érable, Steeleye Stout, Tarte au sucre, Tourtière",Retention – recurring reactivation,Retention – recurring reactivation,Active,13,27,Low,4,3,2,432,432,Needs Attention,Inactive
OCEAN,Océano Atlántico Ltda.,Argentina,Low Value,3460.2,5,692.04,1997-01-09 00:00:00.000,1998-03-30 00:00:00.000,"Chef Anton's Gumbo Mix, Konbu, Lakkalikööri, Mozzarella di Giovanni, Original Frankfurter grüne Soße, Queso Cabrales, Raclette Courdavault, Sir Rodney's Marmalade, Sir Rodney's Scones, Tofu, Uncle Bob's Organic Dried Pears",Retention – recurring reactivation,Retention – recurring reactivation,Active,37,22,Low,2,2,2,222,222,Lost,Inactive
THEBI,The Big Cheese,USA,Low Value,3361.0,4,840.25,1996-09-20 00:00:00.000,1998-04-01 00:00:00.000,"Chef Anton's Gumbo Mix, Côte de Blaye, Inlagd Sill, Mozzarella di Giovanni, Pavlova, Sasquatch Ale, Tarte au sucre",Retention – recurring reactivation,Retention – recurring reactivation,Active,35,23,Low,2,1,2,212,212,Lost,Inactive
BLAUS,Blauer See Delikatessen,Germany,Low Value,3239.8,7,462.83,1997-04-09 00:00:00.000,1998-04-29 00:00:00.000,"Camembert Pierrot, Carnarvon Tigers, Chartreuse verte, Lakkalikööri, Manjimup Dried Apples, Queso Cabrales, Ravioli Angelo, Rössle Sauerkraut, Sir Rodney's Scones, Sirop d'érable, Tourtière, Zaanse koeken",Retention – recurring reactivation,Retention – recurring reactivation,Active,7,28,Low,5,3,2,532,532,Needs Attention,Inactive
FRANR,France restauration,France,Low Value,3172.16,3,1057.39,1997-09-17 00:00:00.000,1998-03-24 00:00:00.000,"Lakkalikööri, Louisiana Fiery Hot Pepper Sauce, Manjimup Dried Apples, Pavlova, Tarte au sucre, Thüringer Rostbratwurst",Retention – recurring reactivation,Retention – recurring reactivation,Active,43,21,Low,2,1,2,212,212,Lost,Inactive
WILMK,Wilman Kala,Finland,Low Value,3161.35,7,451.62,1997-07-30 00:00:00.000,1998-04-07 00:00:00.000,"Boston Crab Meat, Chai, Guaraná Fantástica, Ipoh Coffee, Lakkalikööri, Louisiana Fiery Hot Pepper Sauce, Maxilaku, Northwoods Cranberry Sauce, Pavlova, Pâté chinois, Queso Manchego La Pastora, Raclette Courdavault, Rössle Sauerkraut, Singaporean Hokkien Fried Mee, Sir Rodney's Scones, Sirop d'érable, Teatime Chocolate Biscuits",Retention – recurring reactivation,Retention – recurring reactivation,Active,29,24,Low,3,3,2,332,332,Needs Attention,Inactive
LETSS,Let's Stop N Shop,USA,Low Value,3076.47,4,769.12,1997-06-25 00:00:00.000,1998-02-12 00:00:00.000,"Carnarvon Tigers, Genen Shouyu, Gnocchi di nonna Alice, Louisiana Fiery Hot Pepper Sauce, Nord-Ost Matjeshering, Original Frankfurter grüne Soße, Rhönbräu Klosterbier, Sir Rodney's Scones, Sirop d'érable, Tourtière",Retention – recurring reactivation,Retention – recurring reactivation,Active,83,13,Low,1,1,2,112,112,Lost,Inactive
HUNGC,Hungry Coyote Import Store,USA,Low Value,3063.2,5,612.64,1996-12-06 00:00:00.000,1997-09-08 00:00:00.000,"Alice Mutton, Geitost, Konbu, Röd Kaviar, Sir Rodney's Marmalade, Tarte au sucre, Tofu, Tourtière",Retention – win-back campaign,Retention – win-back campaign,Inactive,240,100,Critical,1,2,2,122,122,Lost,Inactive
RANCH,Rancho grande,Argentina,Low Value,2844.1,5,568.82,1997-02-17 00:00:00.000,1998-04-13 00:00:00.000,"Boston Crab Meat, Côte de Blaye, Gumbär Gummibärchen, Manjimup Dried Apples, Mascarpone Fabioli, Maxilaku, Pavlova, Ravioli Angelo, Sir Rodney's Marmalade, Sir Rodney's Scones, Sirop d'érable, Spegesild",Retention – recurring reactivation,Retention – recurring reactivation,Active,23,25,Low,3,2,2,322,322,Needs Attention,Inactive
SPECD,Spécialités du monde,France,Low Value,2423.35,4,605.84,1997-11-12 00:00:00.000,1998-04-22 00:00:00.000,"Carnarvon Tigers, Côte de Blaye, Gudbrandsdalsost, Pavlova, Queso Cabrales, Rhönbräu Klosterbier",Retention – recurring reactivation,Retention – recurring reactivation,Active,14,27,Low,4,1,1,411,411,Recent Customers,Inactive
LACOR,La corne d'abondance,France,Low Value,1992.05,4,498.01,1998-01-29 00:00:00.000,1998-03-24 00:00:00.000,"Alice Mutton, Filo Mix, Geitost, Gumbär Gummibärchen, Jack's New England Clam Chowder, Lakkalikööri, Outback Lager, Rhönbräu Klosterbier, Schoggi Schokolade, Sir Rodney's Marmalade, Uncle Bob's Organic Dried Pears",Retention – recurring reactivation,Retention – recurring reactivation,Active,43,21,Low,2,1,1,211,211,Lost,Inactive
THECR,The Cracker Box,USA,Low Value,1947.24,3,649.08,1997-08-07 00:00:00.000,1998-04-06 00:00:00.000,"Boston Crab Meat, Chai, Filo Mix, Gula Malacca, Ikura, Laughing Lumberjack Lager, Rössle Sauerkraut, Thüringer Rostbratwurst",Retention – recurring reactivation,Retention – recurring reactivation,Active,30,24,Low,3,1,1,311,311,Needs Attention,Inactive
CACTU,Cactus Comidas para llevar,Argentina,Low Value,1814.8,6,302.47,1997-04-29 00:00:00.000,1998-04-28 00:00:00.000,"Geitost, Gorgonzola Telino, Ipoh Coffee, Jack's New England Clam Chowder, Laughing Lumberjack Lager, Rhönbräu Klosterbier, Röd Kaviar, Rössle Sauerkraut, Sasquatch Ale, Scottish Longbreads, Steeleye Stout",Retention – recurring reactivation,Retention – recurring reactivation,Active,8,28,Low,4,2,1,421,421,Recent Customers,Inactive
CONSH,Consolidated Holdings,UK,Low Value,1719.1,3,573.03,1997-02-04 00:00:00.000,1998-01-23 00:00:00.000,"Chang, Chef Anton's Gumbo Mix, Gustaf's Knäckebröd, Konbu, Mishi Kobe Niku, Mozzarella di Giovanni, Tunnbröd",Retention – recurring reactivation,Retention – recurring reactivation,At Risk,103,55,Medium,1,1,1,111,111,Lost,At Risk
DUMON,Du monde entier,France,Low Value,1615.9,4,403.97,1996-09-20 00:00:00.000,1998-02-16 00:00:00.000,"Alice Mutton, Chai, Filo Mix, Gudbrandsdalsost, Ikura, Jack's New England Clam Chowder, Sasquatch Ale, Singaporean Hokkien Fried Mee, Sir Rodney's Scones",Retention – recurring reactivation,Retention – recurring reactivation,Active,79,14,Low,2,1,1,211,211,Lost,Inactive
TRAIH,Trail's Head Gourmet Provisioners,USA,Low Value,1571.2,3,523.73,1997-06-19 00:00:00.000,1998-01-08 00:00:00.000,"Boston Crab Meat, Chartreuse verte, Geitost, Original Frankfurter grüne Soße, Outback Lager, Rhönbräu Klosterbier, Tarte au sucre, Wimmers gute Semmelknödel",Retention – recurring reactivation,Retention – recurring reactivation,At Risk,118,58,Medium,1,1,1,111,111,Lost,At Risk
FRANS,Franchi S.p.A.,Italy,Low Value,1545.7,6,257.62,1997-01-22 00:00:00.000,1998-04-30 00:00:00.000,"Boston Crab Meat, Camembert Pierrot, Carnarvon Tigers, Gumbär Gummibärchen, Longlife Tofu, Manjimup Dried Apples, Original Frankfurter grüne Soße, Rogede sild, Teatime Chocolate Biscuits, Zaanse koeken",Retention – recurring reactivation,Retention – recurring reactivation,Active,6,28,Low,5,2,1,521,521,Recent Customers,Inactive
GROSR,GROSELLA-Restaurante,Venezuela,Low Value,1488.7,2,744.35,1996-07-30 00:00:00.000,1997-12-18 00:00:00.000,"Ikura, Mozzarella di Giovanni, Rhönbräu Klosterbier, Thüringer Rostbratwurst",Campaign – new customer experience,Campaign – new customer experience,At Risk,139,62,High,1,1,1,111,111,Lost,At Risk
VINET,Vins et alcools Chevalier,France,Low Value,1480.0,5,296.0,1996-07-04 00:00:00.000,1997-11-12 00:00:00.000,"Filo Mix, Flotemysost, Gnocchi di nonna Alice, Inlagd Sill, Jack's New England Clam Chowder, Konbu, Mozzarella di Giovanni, Queso Cabrales, Singaporean Hokkien Fried Mee",Retention – win-back campaign,Retention – win-back campaign,At Risk,175,70,High,1,2,1,121,121,Lost,At Risk
